Codebook Index Counts:
Index 1581: 378
Index 1582: 1265
Index 1583: 589
Index 1584: 470
Index 1585: 1560
Index 1586: 1
Index 1587: 1218
Index 1588: 659
Index 1589: 75
Index 1590: 161
Index 1591: 18
Index 1592: 13234
Index 1593: 4052
Index 1594: 8251
Index 1595: 117
Index 1596: 101
Index 1597: 54
Index 1598: 311
Index 1599: 355
Index 1600: 16566
Index 1601: 402
Index 1602: 7330
Index 1603: 0
Index 1604: 29
Index 1605: 0
Index 1606: 3
Index 1607: 147
Index 1608: 3219
Index 1609: 1788
Index 1610: 1083
Index 1611: 1208
Index 1612: 8212
Index 1613: 43
Index 1614: 0
Index 1615: 89
Index 1616: 291
Index 1617: 677
Index 1618: 1
Index 1619: 2907
Index 1620: 62
Index 1621: 275
Index 1622: 10466
Index 1623: 1606
Index 1624: 407
Index 1625: 274
Index 1626: 3227
Index 1627: 1895
Index 1628: 190
Index 1629: 584
Index 1630: 1
Index 1631: 24
Index 1632: 221
Index 1633: 3705
Index 1634: 2851
Index 1635: 0
Index 1636: 2933
Index 1637: 237
Index 1638: 254
Index 1639: 162
Index 1640: 17265
Index 1641: 697
Index 1642: 797
Index 1643: 4207
Index 1644: 2067
Index 1645: 85
Index 1646: 3351
Index 1647: 7258
Index 1648: 29
Index 1649: 2
Index 1650: 979
Index 1651: 3729
Index 1652: 34
Index 1653: 1310
Index 1654: 10119
Index 1655: 441
Index 1656: 1709
Index 1657: 7
Index 1658: 136
Index 1659: 217
Index 1660: 2
Index 1661: 0
Index 1662: 4923
Index 1663: 39
Index 1664: 10959
Index 1665: 11
Index 1666: 4024
Index 1667: 132
Index 1668: 47
Index 1669: 1508
Index 1670: 90
Index 1671: 384
Index 1672: 4459
Index 1673: 7634
Index 1674: 2299
Index 1675: 1864
Index 1676: 895
Index 1677: 1052
Index 1678: 86
Index 1679: 1015
Index 1680: 0
Index 1681: 104
Index 1682: 256
Index 1683: 58
Index 1684: 746
Index 1685: 14005
Index 1686: 1402
Index 1687: 46
Index 1688: 2026
Index 1689: 0
Index 1690: 19
Index 1691: 5527
Index 1692: 2017
Index 1693: 4514
Index 1694: 3616
Index 1695: 10
Index 1696: 2425
Index 1697: 2335
Index 1698: 15
Index 1699: 4152
Index 1700: 1357
Index 1701: 42
Index 1702: 3865
Index 1703: 0
Index 1704: 50
Index 1705: 9
Index 1706: 189
Index 1707: 4024
Index 1708: 323
Index 1709: 3859
Index 1710: 66
Index 1711: 7929
Index 1712: 244
Index 1713: 58
Index 1714: 2
Index 1715: 7
Index 1716: 1780
Index 1717: 465
Index 1718: 20073
Index 1719: 413
Index 1720: 3
Index 1721: 99
Index 1722: 1207
Index 1723: 25
Index 1724: 4637
Index 1725: 18947
Index 1726: 2589
Index 1727: 3730
Index 1728: 3688
Index 1729: 112
Index 1730: 1685
Index 1731: 165
Index 1732: 164
Index 1733: 67
Index 1734: 4
Index 1735: 1
Index 1736: 355
Index 1737: 5740
Index 1738: 257
Index 1739: 1478
Index 1740: 3083
Index 1741: 0
Index 1742: 3058
Index 1743: 214
Index 1744: 15961
Index 1745: 3223
Index 1746: 3
Index 1747: 37
Index 1748: 2954
Index 1749: 33
Index 1750: 658
Index 1751: 3
Index 1752: 3221
Index 1753: 2181
Index 1754: 6165
Index 1755: 0
Index 1756: 34
Index 1757: 0
Index 1758: 14305
Index 1759: 1440
Index 1760: 2017
Index 1761: 1168
Index 1762: 177
Index 1763: 58
Index 1764: 3764
Index 1765: 112
Index 1766: 1356
Index 1767: 436
Index 1768: 27397
Index 1769: 3079
Index 1770: 283
Index 1771: 5148
Index 1772: 3117
Index 1773: 2537
Index 1774: 448
Index 1775: 32
Index 1776: 526
Index 1777: 1281
Index 1778: 4927
Index 1779: 33
Index 1780: 568
Index 1781: 312
Index 1782: 1
Index 1783: 0
Index 1784: 0
Index 1785: 875
Index 1786: 1
Index 1787: 419
Index 1788: 67
Index 1789: 6
Index 1790: 757
Index 1791: 35
Index 1792: 171
Index 1793: 0
Index 1794: 193
Index 1795: 1
Index 1796: 556
Index 1797: 50
Index 1798: 111
Index 1799: 68
Index 1800: 3828
Index 1801: 4588
Index 1802: 84
Index 1803: 180
Index 1804: 4750
Index 1805: 1504
Index 1806: 510
Index 1807: 2459
Index 1808: 550
Index 1809: 3058
Index 1810: 445
Index 1811: 1972
Index 1812: 923
Index 1813: 3
Index 1814: 1411
Index 1815: 9121
Index 1816: 14
Index 1817: 16
Index 1818: 3504
Index 1819: 2882
Index 1820: 1763
Index 1821: 224
Index 1822: 33
Index 1823: 938
Index 1824: 2751
Index 1825: 15445
Index 1826: 8573
Index 1827: 49
Index 1828: 0
Index 1829: 35
Index 1830: 14353
Index 1831: 2
Index 1832: 0
Index 1833: 6050
Index 1834: 5268
Index 1835: 70838
Index 1836: 249
Index 1837: 8179
Index 1838: 58
Index 1839: 0
Index 1840: 4593
Index 1841: 13758
Index 1842: 581
Index 1843: 0
Index 1844: 3478
Index 1845: 190
Index 1846: 3
Index 1847: 1342
Index 1848: 24634
Index 1849: 5
Index 1850: 217
Index 1851: 89
Index 1852: 1847
Index 1853: 1653
Index 1854: 12390
Index 1855: 506
Index 1856: 506
Index 1857: 619
Index 1858: 8210
Index 1859: 464
Index 1860: 0
Index 1861: 2322
Index 1862: 92
Index 1863: 427
Index 1864: 25
Index 1865: 3752
Index 1866: 11565
Index 1867: 11
Index 1868: 390
Index 1869: 128
Index 1870: 3
Index 1871: 5722
Index 1872: 448
Index 1873: 0
Index 1874: 2520
Index 1875: 2483
Index 1876: 0
Index 1877: 2
Index 1878: 179
Index 1879: 0
Index 1880: 1236
Index 1881: 309
Index 1882: 222
Index 1883: 581
Index 1884: 16449
Index 1885: 14
Index 1886: 70
Index 1887: 0
Index 1888: 0
Index 1889: 50
Index 1890: 1855
Index 1891: 852
Index 1892: 107
Index 1893: 4593
Index 1894: 4847
Index 1895: 122
Index 1896: 286
Index 1897: 531
Index 1898: 1453
Index 1899: 5086
Index 1900: 637
Index 1901: 495
Index 1902: 6510
Index 1903: 1880
Index 1904: 939
Index 1905: 455
Index 1906: 2
Index 1907: 1224
Index 1908: 1019
Index 1909: 8543
Index 1910: 0
Index 1911: 152
Index 1912: 5571
Index 1913: 0
Index 1914: 4966
Index 1915: 109
Index 1916: 1260
Index 1917: 0
Index 1918: 8985
Index 1919: 2420
Index 1920: 7235
Index 1921: 5027
Index 1922: 150
Index 1923: 709
Index 1924: 24
Index 1925: 12725
Index 1926: 5
Index 1927: 137
Index 1928: 2233
Index 1929: 1
Index 1930: 1298
Index 1931: 164
Index 1932: 256
Index 1933: 20
Index 1934: 577
Index 1935: 10123
Index 1936: 138
Index 1937: 4871
Index 1938: 0
Index 1939: 3438
Index 1940: 495
Index 1941: 3504
Index 1942: 4902
Index 1943: 554
Index 1944: 22
Index 1945: 203
Index 1946: 5029
Index 1947: 156
Index 1948: 1412
Index 1949: 8926
Index 1950: 3373
Index 1951: 593
Index 1952: 92
Index 1953: 3212
Index 1954: 4434
Index 1955: 1904
Index 1956: 1691
Index 1957: 5
Index 1958: 3034
Index 1959: 4927
Index 1960: 838
Index 1961: 1591
Index 1962: 321
Index 1963: 715
Index 1964: 7366
Index 1965: 200
Index 1966: 3570
Index 1967: 50
Index 1968: 461
Index 1969: 945
Index 1970: 1157
Index 1971: 381
Index 1972: 1
Index 1973: 7
Index 1974: 19
Index 1975: 12
Index 1976: 3618
Index 1977: 882
Index 1978: 131
Index 1979: 2
Index 1980: 6121
Index 1981: 37768
Index 1982: 663
Index 1983: 2012
Index 1984: 191
Index 1985: 13614
Index 1986: 659
Index 1987: 1635
Index 1988: 1113
Index 1989: 685
Index 1990: 1826
Index 1991: 2
Index 1992: 30916
Index 1993: 1537
Index 1994: 10
Index 1995: 15110
Index 1996: 1960
Index 1997: 1464
Index 1998: 0
Index 1999: 887
Index 2000: 616
Index 2001: 1921
Index 2002: 9384
Index 2003: 10160
Index 2004: 3375
Index 2005: 6120
Index 2006: 441
Index 2007: 593
Index 2008: 243
Index 2009: 262
Index 2010: 413
Index 2011: 96
Index 2012: 838
Index 2013: 485
Index 2014: 285
Index 2015: 97
Index 2016: 449
Index 2017: 12731
Index 2018: 1965
Index 2019: 2494
Index 2020: 1653
Index 2021: 1696
Index 2022: 6955
Index 2023: 516
Index 2024: 12638
Index 2025: 2084
Index 2026: 20471
Index 2027: 1162
Index 2028: 3722
Index 2029: 119
Index 2030: 952
Index 2031: 465
Index 2032: 341
Index 2033: 217
Index 2034: 0
Index 2035: 29
Index 2036: 2445
Index 2037: 4417
Index 2038: 1624
Index 2039: 7251
Index 2040: 4810
Index 2041: 3724
Index 2042: 250
Index 2043: 4740
Index 2044: 31098
Index 2045: 9349
Index 2046: 293
Index 2047: 1627
Index 2048: 736
Index 2049: 14920
Index 2050: 483
Index 2051: 170
Index 2052: 5
Index 2053: 5261
Index 2054: 1093
Index 2055: 170
Index 2056: 13
Index 2057: 1017
Index 2058: 292
Index 2059: 256
Index 2060: 64
Index 2061: 0
Index 2062: 41
Index 2063: 167
Index 2064: 108
Index 2065: 42
Index 2066: 4028
Index 2067: 19
Index 2068: 739
Index 2069: 1110
Index 2070: 25621
Index 2071: 1409
Index 2072: 887
Index 2073: 10326
Index 2074: 5539
Index 2075: 209
Index 2076: 29090
Index 2077: 143
Index 2078: 0
Index 2079: 457
Index 2080: 351
Index 2081: 312
Index 2082: 4
Index 2083: 4175
Index 2084: 147
Index 2085: 2041
Index 2086: 68
Index 2087: 0
Index 2088: 1307
Index 2089: 237
Index 2090: 61699
Index 2091: 27
Index 2092: 5
Index 2093: 1885
Index 2094: 625
Index 2095: 11295
Index 2096: 112
Index 2097: 601
Index 2098: 339
Index 2099: 2876
Index 2100: 18489
Index 2101: 0
Index 2102: 104
Index 2103: 1103
Index 2104: 76
Index 2105: 80057
Index 2106: 130
Index 2107: 8
Index 2108: 26938
Index 2109: 29
Index 2110: 21838
Index 2111: 4778
Index 2112: 209
Index 2113: 920
Index 2114: 345
Index 2115: 2476
Index 2116: 1111
Index 2117: 1150
Index 2118: 6
Index 2119: 1286
Index 2120: 1867
Index 2121: 7618
Index 2122: 1
Index 2123: 6
Index 2124: 71
Index 2125: 8
Index 2126: 1752
Index 2127: 9
Index 2128: 0
Index 2129: 11547
Index 2130: 1871
Index 2131: 1414
Index 2132: 1
Index 2133: 14777
Index 2134: 4693
Index 2135: 842
Index 2136: 8980
Index 2137: 23521
Index 2138: 1313
Index 2139: 4700
Index 2140: 1554
Index 2141: 176
Index 2142: 1683
Index 2143: 5109
Index 2144: 580
Index 2145: 0
Index 2146: 0
Index 2147: 299
Index 2148: 7
Index 2149: 227
Index 2150: 65
Index 2151: 1235
Index 2152: 162
Index 2153: 0
Index 2154: 1431
Index 2155: 21782
Index 2156: 1465
Index 2157: 462
Index 2158: 378
Index 2159: 20584
Index 2160: 70
Index 2161: 8998
Index 2162: 328
Index 2163: 175
Index 2164: 196
Index 2165: 13
Index 2166: 3888
Index 2167: 6619
Index 2168: 695
Index 2169: 1074
Index 2170: 9586
Index 2171: 0
Index 2172: 5635
Index 2173: 2514
Index 2174: 5178
Index 2175: 8202
Index 2176: 1423
Index 2177: 440
Index 2178: 911
Index 2179: 1
Index 2180: 1620
Index 2181: 0
Index 2182: 5612
Index 2183: 955
Index 2184: 1439
Index 2185: 2550
Index 2186: 25049
Index 2187: 315
Index 2188: 17312
Index 2189: 2186
Index 2190: 5837
Index 2191: 12175
Index 2192: 4
Index 2193: 118
Index 2194: 879
Index 2195: 9338
Index 2196: 363
Index 2197: 17
Index 2198: 57
Index 2199: 543
Index 2200: 509
Index 2201: 25736
Index 2202: 7
Index 2203: 1735
Index 2204: 34966
Index 2205: 321
Index 2206: 1922
Index 2207: 156
Index 2208: 812
Index 2209: 125
Index 2210: 4611
Index 2211: 65
Index 2212: 11307
Index 2213: 573
Index 2214: 42
Index 2215: 62
Index 2216: 2
Index 2217: 19
Index 2218: 6201
Index 2219: 0
Index 2220: 13
Index 2221: 1407
Index 2222: 286
Index 2223: 316
Index 2224: 1919
Index 2225: 455
Index 2226: 4080
Index 2227: 1086
Index 2228: 227
Index 2229: 113
Index 2230: 883
Index 2231: 11576
Index 2232: 79
Index 2233: 5
Index 2234: 1857
Index 2235: 1142
Index 2236: 1637
Index 2237: 2462
Index 2238: 639
Index 2239: 3025
Index 2240: 844
Index 2241: 334
Index 2242: 13
Index 2243: 4509
Index 2244: 399
Index 2245: 116
Index 2246: 3121
Index 2247: 3302
Index 2248: 33
Index 2249: 343
Index 2250: 449
Index 2251: 1323
Index 2252: 1509
Index 2253: 986
Index 2254: 253
Index 2255: 5285
Index 2256: 1032
Index 2257: 1544
Index 2258: 1226
Index 2259: 9677
Index 2260: 1892
Index 2261: 993
Index 2262: 643
Index 2263: 0
Index 2264: 635
Index 2265: 223
Index 2266: 756
Index 2267: 1
Index 2268: 5192
Index 2269: 652
Index 2270: 3514
Index 2271: 9829
Index 2272: 1361
Index 2273: 170
Index 2274: 5927
Index 2275: 107
Index 2276: 624
Index 2277: 1226
Index 2278: 41
Index 2279: 6156
Index 2280: 11267
Index 2281: 3368
Index 2282: 189
Index 2283: 672
Index 2284: 21601
Index 2285: 18
Index 2286: 0
Index 2287: 41553
Index 2288: 2250
Index 2289: 2657
Index 2290: 17
Index 2291: 297
Index 2292: 896
Index 2293: 55
Index 2294: 379
Index 2295: 21373
Index 2296: 145
Index 2297: 1
Index 2298: 8937
Index 2299: 14
Index 2300: 4586
Index 2301: 3712
Index 2302: 10171
Index 2303: 1
Index 2304: 21
Index 2305: 3
Index 2306: 658
Index 2307: 1111
Index 2308: 5117
Index 2309: 366
Index 2310: 2856
Index 2311: 2662
Index 2312: 2133
Index 2313: 1872
Index 2314: 56
Index 2315: 14140
Index 2316: 1806
Index 2317: 24
Index 2318: 2
Index 2319: 4509
Index 2320: 19
Index 2321: 2539
Index 2322: 0
Index 2323: 232
Index 2324: 40
Index 2325: 1801
Index 2326: 337
Index 2327: 15108
Index 2328: 661
Index 2329: 4
Index 2330: 4505
Index 2331: 5518
Index 2332: 22776
Index 2333: 2
Index 2334: 18644
Index 2335: 40
Index 2336: 54
Index 2337: 3785
Index 2338: 1221
Index 2339: 7528
Index 2340: 71
Index 2341: 16004
Index 2342: 589
Index 2343: 707
Index 2344: 9695
Index 2345: 360
Index 2346: 749
Index 2347: 6113
Index 2348: 0
Index 2349: 27609
Index 2350: 11
Index 2351: 43562
Index 2352: 17361
Index 2353: 2557
Index 2354: 190
Index 2355: 752
Index 2356: 2996
Index 2357: 711
Index 2358: 187
Index 2359: 40
Index 2360: 834
Index 2361: 13537
Index 2362: 1350
Index 2363: 858
Index 2364: 13
Index 2365: 2158
Index 2366: 257
Index 2367: 13462
Index 2368: 2077
Index 2369: 618
Index 2370: 115
Index 2371: 473
Index 2372: 0
Index 2373: 259
Index 2374: 638
Index 2375: 1870
Index 2376: 1516
Index 2377: 1
Index 2378: 0
Index 2379: 11
Index 2380: 4559
Index 2381: 302
Index 2382: 2509
Index 2383: 2436
Index 2384: 1428
Index 2385: 8527
Index 2386: 1740
Index 2387: 807
Index 2388: 2176
Index 2389: 554
Index 2390: 2922
Index 2391: 348
Index 2392: 101
Index 2393: 1
Index 2394: 2544
Index 2395: 5491
Index 2396: 11
Index 2397: 63
Index 2398: 242
Index 2399: 4950
Index 2400: 62
Index 2401: 8334
Index 2402: 170
Index 2403: 11787
Index 2404: 183
Index 2405: 2697
Index 2406: 2229
Index 2407: 0
Index 2408: 40
Index 2409: 293
Index 2410: 26
Index 2411: 199
Index 2412: 9
Index 2413: 663
Index 2414: 292
Index 2415: 151
Index 2416: 1055
Index 2417: 0
Index 2418: 13106
Index 2419: 6038
Index 2420: 815
Index 2421: 30
Index 2422: 36
Index 2423: 201
Index 2424: 1582
Index 2425: 4923
Index 2426: 14181
Index 2427: 6
Index 2428: 2718
Index 2429: 384
Index 2430: 896
Index 2431: 127
Index 2432: 2
Index 2433: 5716
Index 2434: 561
Index 2435: 2760
Index 2436: 1831
Index 2437: 9265
Index 2438: 347
Index 2439: 18884
Index 2440: 7879
Index 2441: 230
Index 2442: 116
Index 2443: 1957
Index 2444: 775
Index 2445: 607
Index 2446: 2065
Index 2447: 0
Index 2448: 852
Index 2449: 7045
Index 2450: 9133
Index 2451: 18398
Index 2452: 228
Index 2453: 1150
Index 2454: 3043
Index 2455: 18
Index 2456: 3251
Index 2457: 2957
Index 2458: 804
Index 2459: 60
Index 2460: 85
Index 2461: 2
Index 2462: 3698
Index 2463: 6
Index 2464: 326
Index 2465: 665
Index 2466: 23
Index 2467: 15881
Index 2468: 4472
Index 2469: 48
Index 2470: 21698
Index 2471: 2
Index 2472: 492
Index 2473: 243
Index 2474: 8
Index 2475: 16290
Index 2476: 543
Index 2477: 1150
Index 2478: 4931
Index 2479: 17322
Index 2480: 0
Index 2481: 223
Index 2482: 890
Index 2483: 29
Index 2484: 172
Index 2485: 33904
Index 2486: 1706
Index 2487: 2274
Index 2488: 4201
Index 2489: 93
Index 2490: 26
Index 2491: 21
Index 2492: 27
Index 2493: 14
Index 2494: 90
Index 2495: 928
Index 2496: 0
Index 2497: 492
Index 2498: 7843
Index 2499: 73
Index 2500: 4536
Index 2501: 2051
Index 2502: 459
Index 2503: 6671
Index 2504: 2521
Index 2505: 2287
Index 2506: 756
Index 2507: 516
Index 2508: 283
Index 2509: 12133
Index 2510: 696
Index 2511: 1270
Index 2512: 2255
Index 2513: 5361
Index 2514: 90
Index 2515: 966
Index 2516: 0
Index 2517: 4
Index 2518: 4674
Index 2519: 19
Index 2520: 857
Index 2521: 4397
Index 2522: 0
Index 2523: 3456
Index 2524: 874
Index 2525: 7595
Index 2526: 130
Index 2527: 441
Index 2528: 24
Index 2529: 8200
Index 2530: 5322
Index 2531: 4615
Index 2532: 1431
Index 2533: 50
Index 2534: 221
Index 2535: 2525
Index 2536: 11412
Index 2537: 47
Index 2538: 614
Index 2539: 3
Index 2540: 1
Index 2541: 3005
Index 2542: 40
Index 2543: 3932
Index 2544: 581
Index 2545: 13140
Index 2546: 10480
Index 2547: 7720
Index 2548: 236
Index 2549: 1694
Index 2550: 1644
Index 2551: 39
Index 2552: 757
Index 2553: 4
Index 2554: 1
Index 2555: 3785
Index 2556: 1507
Index 2557: 698
Index 2558: 3
Index 2559: 1189
Index 2560: 32
Index 2561: 628
Index 2562: 1626
Index 2563: 118
Index 2564: 115
Index 2565: 7546
Index 2566: 2771
Index 2567: 18291
Index 2568: 4096
Index 2569: 0
Index 2570: 187
Index 2571: 1627
Index 2572: 3701
Index 2573: 2764
Index 2574: 9151
Index 2575: 12690
Index 2576: 20939
Index 2577: 89
Index 2578: 0
Index 2579: 7
Index 2580: 1552
Index 2581: 18
Index 2582: 648
Index 2583: 633
Index 2584: 4372
Index 2585: 925
Index 2586: 2252
Index 2587: 733
Index 2588: 1277
Index 2589: 22
Index 2590: 3203
Index 2591: 832
Index 2592: 183
Index 2593: 204
Index 2594: 2409
Index 2595: 10835
Index 2596: 87
Index 2597: 117
Index 2598: 4479
Index 2599: 208
Index 2600: 212
Index 2601: 5791
Index 2602: 3513
Index 2603: 367
Index 2604: 3031
Index 2605: 57
Index 2606: 5184
Index 2607: 7888
Index 2608: 5
Index 2609: 6786
Index 2610: 26
Index 2611: 390
Index 2612: 1469
Index 2613: 677
Index 2614: 1535
Index 2615: 6415
Index 2616: 105
Index 2617: 2076
Index 2618: 27774
Index 2619: 1697
Index 2620: 27
Index 2621: 1204
Index 2622: 1480
Index 2623: 1078
Index 2624: 0
Index 2625: 16687
Index 2626: 8
Index 2627: 49
Index 2628: 424
Index 2629: 50
Index 2630: 0
Index 2631: 5040
Index 2632: 1211
Index 2633: 34
Index 2634: 980
Index 2635: 2
Index 2636: 2038
Index 2637: 45
Index 2638: 1540
Index 2639: 382
Index 2640: 4
Index 2641: 215
Index 2642: 22
Index 2643: 444
Index 2644: 2774
Index 2645: 0
Index 2646: 94
Index 2647: 0
Index 2648: 555
Index 2649: 30
Index 2650: 1557
Index 2651: 4020
Index 2652: 124
Index 2653: 935
Index 2654: 5
Index 2655: 10318
Index 2656: 152
Index 2657: 2872
Index 2658: 7098
Index 2659: 98
Index 2660: 7250
Index 2661: 105
Index 2662: 338
Index 2663: 3359
Index 2664: 27
Index 2665: 627
Index 2666: 9230
Index 2667: 176
Index 2668: 4
Index 2669: 12296
Index 2670: 245
Index 2671: 2183
Index 2672: 489
Index 2673: 0
Index 2674: 1359
Index 2675: 8909
Index 2676: 2
Index 2677: 0
Index 2678: 3504
Index 2679: 67
Index 2680: 870
Index 2681: 3482
Index 2682: 3879
Index 2683: 953
Index 2684: 1235
Index 2685: 89
Index 2686: 69
Index 2687: 403
Index 2688: 503
Index 2689: 864
Index 2690: 1438
Index 2691: 17
Index 2692: 1027
Index 2693: 1068
Index 2694: 123
Index 2695: 0
Index 2696: 1564
Index 2697: 0
Index 2698: 1905
Index 2699: 45
Index 2700: 123
Index 2701: 292
Index 2702: 7435
Index 2703: 80
Index 2704: 11
Index 2705: 1581
Index 2706: 609
Index 2707: 2413
Index 2708: 663
Index 2709: 238
Index 2710: 3
Index 2711: 10951
Index 2712: 1631
Index 2713: 1
Index 2714: 122
Index 2715: 3275
Index 2716: 2899
Index 2717: 602
Index 2718: 4702
Index 2719: 34904
Index 2720: 506
Index 2721: 6902
Index 2722: 0
Index 2723: 4275
Index 2724: 1821
Index 2725: 2
Index 2726: 948
Index 2727: 956
Index 2728: 24
Index 2729: 15648
Index 2730: 98
Index 2731: 0
Index 2732: 2769
Index 2733: 273
Index 2734: 2968
Index 2735: 30174
Index 2736: 0
Index 2737: 2
Index 2738: 3602
Index 2739: 150
Index 2740: 1213
Index 2741: 172
Index 2742: 5
Index 2743: 1780
Index 2744: 930
Index 2745: 99
Index 2746: 1203
Index 2747: 4
Index 2748: 3
Index 2749: 0
Index 2750: 4
Index 2751: 1
Index 2752: 16596
Index 2753: 7174
Index 2754: 1707
Index 2755: 35
Index 2756: 2366
Index 2757: 129
Index 2758: 2550
Index 2759: 7224
Index 2760: 0
Index 2761: 668
Index 2762: 20
Index 2763: 681
Index 2764: 758
Index 2765: 2367
Index 2766: 0
Index 2767: 0
Index 2768: 732
Index 2769: 2324
Index 2770: 61668
Index 2771: 101
Index 2772: 8157
Index 2773: 1556
Index 2774: 5107
Index 2775: 1916
Index 2776: 652
Index 2777: 9097
Index 2778: 1402
Index 2779: 473
Index 2780: 0
Index 2781: 863
Index 2782: 2399
Index 2783: 2672
Index 2784: 138
Index 2785: 1942
Index 2786: 30
Index 2787: 7861
Index 2788: 3872
Index 2789: 8831
Index 2790: 798
Index 2791: 332
Index 2792: 0
Index 2793: 497
Index 2794: 336
Index 2795: 143
Index 2796: 9359
Index 2797: 1
Index 2798: 0
Index 2799: 455
Index 2800: 108
Index 2801: 49
Index 2802: 1692
Index 2803: 16
Index 2804: 21087
Index 2805: 29
Index 2806: 142
Index 2807: 40584
Index 2808: 7620
Index 2809: 28
Index 2810: 2
Index 2811: 1048
Index 2812: 4434
Index 2813: 145
Index 2814: 38
Index 2815: 2977
Index 2816: 23
Index 2817: 5752
Index 2818: 26
Index 2819: 3280
Index 2820: 20
Index 2821: 8554
Index 2822: 9021
Index 2823: 388
Index 2824: 3480
Index 2825: 23
Index 2826: 185
Index 2827: 215
Index 2828: 515
Index 2829: 887
Index 2830: 41
Index 2831: 740
Index 2832: 4412
Index 2833: 1098
Index 2834: 2
Index 2835: 1214
Index 2836: 1777
Index 2837: 45
Index 2838: 167
Index 2839: 2061
Index 2840: 101
Index 2841: 226
Index 2842: 368
Index 2843: 0
Index 2844: 5004
Index 2845: 11
Index 2846: 72
Index 2847: 18210
Index 2848: 6
Index 2849: 1416
Index 2850: 19676
Index 2851: 1058
Index 2852: 0
Index 2853: 612
Index 2854: 2239
Index 2855: 235
Index 2856: 14153
Index 2857: 150
Index 2858: 24
Index 2859: 4936
Index 2860: 5
Index 2861: 408
Index 2862: 28377
Index 2863: 7
Index 2864: 57
Index 2865: 1133
Index 2866: 967
Index 2867: 3
Index 2868: 2
Index 2869: 70
Index 2870: 3437
Index 2871: 2421
Index 2872: 380
Index 2873: 14075
Index 2874: 1384
Index 2875: 196
Index 2876: 22
Index 2877: 22547
Index 2878: 9
Index 2879: 2001
Index 2880: 278
Index 2881: 45
Index 2882: 1541
Index 2883: 9345
Index 2884: 381
Index 2885: 794
Index 2886: 0
Index 2887: 103
Index 2888: 1492
Index 2889: 16
Index 2890: 20
Index 2891: 67
Index 2892: 2978
Index 2893: 5799
Index 2894: 12
Index 2895: 256
Index 2896: 1396
Index 2897: 1192
Index 2898: 1191
Index 2899: 39
Index 2900: 720
Index 2901: 2546
Index 2902: 2416
Index 2903: 10
Index 2904: 0
Index 2905: 2029
Index 2906: 0
Index 2907: 18448
Index 2908: 1
Index 2909: 727
Index 2910: 7878
Index 2911: 1558
Index 2912: 2729
Index 2913: 3139
Index 2914: 1931
Index 2915: 8150
Index 2916: 6689
Index 2917: 1
Index 2918: 13
Index 2919: 896
Index 2920: 427
Index 2921: 176
Index 2922: 279
Index 2923: 7886
Index 2924: 17
Index 2925: 932
Index 2926: 3153
Index 2927: 142
Index 2928: 4
Index 2929: 213
Index 2930: 80
Index 2931: 5
Index 2932: 1051
Index 2933: 26
Index 2934: 6
Index 2935: 111
Index 2936: 599
Index 2937: 1858
Index 2938: 1
Index 2939: 138
Index 2940: 2632
Index 2941: 103
Index 2942: 103
Index 2943: 1
Index 2944: 28
Index 2945: 78
Index 2946: 5
Index 2947: 35910
Index 2948: 6584
Index 2949: 11767
Index 2950: 1122
Index 2951: 84
Index 2952: 9938
Index 2953: 2030
Index 2954: 0
Index 2955: 3524
Index 2956: 1851
Index 2957: 1055
Index 2958: 964
Index 2959: 18687
Index 2960: 196
Index 2961: 2
Index 2962: 439
Index 2963: 476
Index 2964: 7054
Index 2965: 1
Index 2966: 1052
Index 2967: 1193
Index 2968: 6231
Index 2969: 294
Index 2970: 946
Index 2971: 3282
Index 2972: 262
Index 2973: 41
Index 2974: 72
Index 2975: 268
Index 2976: 4738
Index 2977: 1
Index 2978: 5487
Index 2979: 32
Index 2980: 7866
Index 2981: 10
Index 2982: 9
Index 2983: 318
Index 2984: 9960
Index 2985: 0
Index 2986: 496
Index 2987: 471
Index 2988: 446
Index 2989: 216
Index 2990: 8941
Index 2991: 938
Index 2992: 36
Index 2993: 7851
Index 2994: 21595
Index 2995: 1682
Index 2996: 3461
Index 2997: 7389
Index 2998: 247
Index 2999: 3425
Index 3000: 3801
Index 3001: 16
Index 3002: 3
Index 3003: 2310
Index 3004: 16176
Index 3005: 304
Index 3006: 1
Index 3007: 8548
Index 3008: 1651
Index 3009: 11041
Index 3010: 1752
Index 3011: 822
Index 3012: 4
Index 3013: 809
Index 3014: 15
Index 3015: 4059
Index 3016: 1855
Index 3017: 26
Index 3018: 3474
Index 3019: 22
Index 3020: 23869
Index 3021: 464
Index 3022: 133
Index 3023: 0
Index 3024: 6142
Index 3025: 582
Index 3026: 14097
Index 3027: 724
Index 3028: 7555
Index 3029: 169
Index 3030: 0
Index 3031: 19543
Index 3032: 321
Index 3033: 5359
Index 3034: 76
Index 3035: 982
Index 3036: 1877
Index 3037: 12
Index 3038: 5866
Index 3039: 22133
Index 3040: 20189
Index 3041: 13008
Index 3042: 3203
Index 3043: 0
Index 3044: 8
Index 3045: 475
Index 3046: 752
Index 3047: 187
Index 3048: 7004
Index 3049: 1042
Index 3050: 4
Index 3051: 1087
Index 3052: 1072
Index 3053: 1652
Index 3054: 8509
Index 3055: 29
Index 3056: 218
Index 3057: 4747
Index 3058: 6261
Index 3059: 1
Index 3060: 0
Index 3061: 6709
Index 3062: 250
